sigla,nome_pregao,isin,classe,price,change,changepct,setor,subsetor,segmento,codcvm,cnpj,razao_social,cnpj_adm,razao_social_adm,sigla4
CTXT11,FII C TEXTIL,BRCTXTCTF014,FII,62.10,-0.05,-0.08,TIJOLO,OUTROS,DESENVOLVIMENTO PARA RENDA GESTÃO ATIVA,CTXT11,00.762.723/0001-28,FUNDO DE INVESTIMENTO IMOBILIÁRIO CENTRO TEXTIL INTERNACIONAL,72.600.026/0001-81,RIO BRAVO INVESTIMENTOS - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,CTXT
CXCE11B,FII CX CEDAE,BRCXCECTF004,FII,2283.97,8.97,0.39,TIJOLO,ESCRITÓRIOS,RENDA GESTÃO PASSIVA,CXCE11B,10.991.914/0001-15,FUNDO DE INVESTIMENTO IMOBILIARIO CAIXA CEDAE,00.360.305/0001-04,CAIXA ECONOMICA FEDERAL,CXCE
CXRI11,FII CX RBRAV,BRCXRICTF003,FII,1006.00,-1.99,-0.20,PAPEL,FUNDO DE FUNDOS,TÍTULOS E VALORES MOBILIÁRIOS GESTÃO ATIVA,CXRI11,17.098.794/0001-70,CAIXA RIO BRAVO FUNDO DE FUNDOS DE INVESTIMENTO IMOBILIARIO - FII,00.360.305/0001-04,CAIXA ECONOMICA FEDERAL,CXRI
CXTL11,FII CX TRX,BRCXTLCTF003,FII,462.87,26.64,6.11,TIJOLO,GALPÕES,RENDA GESTÃO PASSIVA,CXTL11,12.887.506/0001-43,FUNDO DE INVESTIMENTO IMOBILIARIO CAIXA TRX LOGISTICA RENDA,00.360.305/0001-04,CAIXA ECONOMICA FEDERAL,CXTL
DMAC11,FII MAC,BRDMACCTF003,FII,766.00,-6.00,-0.78,TIJOLO,DESENVOLVIMENTO,DESENVOLVIMENTO PARA VENDA GESTÃO PASSIVA,DMAC11,30.579.348/0001-46,MAC FUNDO DE INVESTIMENTO IMOBILIÁRIO,36.113.876/0001-91,OLIVEIRA TRUST DTVM S.A.,DMAC
DOMC11,FII DOMO,BRDOMCCTF004,FII,501.22,0.22,0.04,TIJOLO,ESCRITÓRIOS,RENDA GESTÃO ATIVA,DOMC11,17.374.696/0001-19,REAG RENDA IMOBILIÁRIA - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,02.671.743/0001-19,CM CAPITAL MARKETS DTVM LTDA,DOMC
DRIT11B,FII MTGESTAO,BRDRITCTF009,FII,179.00,0.00,0.00,TIJOLO,ESCRITÓRIOS,RENDA GESTÃO ATIVA,DRIT11B,10.456.810/0001-00,MULTIGESTÃO RENDA COMERCIAL FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,72.600.026/0001-81,RIO BRAVO INVESTIMENTOS - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,DRIT
EDFO11B,FII OURINVES,BREDFOCTF004,FII,311.49,0.00,0.00,TIJOLO,ESCRITÓRIOS,RENDA GESTÃO PASSIVA,EDFO11B,06.175.262/0001-73,FII EDIFÍCIO OURINVEST,36.113.876/0001-91,OLIVEIRA TRUST DTVM S.A.,EDFO
EDGA11,FII GALERIA,BREDGACTF001,FII,48.40,-0.10,-0.21,TIJOLO,ESCRITÓRIOS,RENDA GESTÃO PASSIVA,EDGA11,15.333.306/0001-37,FUNDO DE INVESTIMENTO IMOBILIARIO - FII EDIFICIO GALERIA,59.281.253/0001-23,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,EDGA
EURO11,FII EUROPAR,BREUROCTF011,FII,154.20,-0.55,-0.36,TIJOLO,GALPÕES,HÍBRIDO GESTÃO PASSIVA,EURO11,05.437.916/0001-27,FII EUROPAR,00.336.036/0001-40,COINVALORES CCVM LTDA,EURO
FAED11,FII ANH EDUC,BRFAEDCTF003,FII,217.99,0.19,0.09,TIJOLO,EDUCACIONAL,RENDA GESTÃO PASSIVA,FAED11,11.179.118/0001-45,FII ANHANGUERA EDUCACIONAL,59.281.253/0001-23,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,FAED
FAMB11B,FII ALMIRANT,BRFAMBCTF018,FII,2410.01,10.02,0.42,TIJOLO,ESCRITÓRIOS,RENDA GESTÃO PASSIVA,FAMB11B,05.562.312/0001-02,FII EDIFICIO ALMIRANTE BARROSO,59.281.253/0001-23,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,FAMB
FCFL11,FII CAMPUSFL,BRFCFLCTF009,FII,2073.00,-11.53,-0.55,TIJOLO,EDUCACIONAL,RENDA GESTÃO PASSIVA,FCFL11,11.602.654/0001-01,FII CAMPUS FARIA LIMA,59.281.253/0001-23,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,FCFL
FEXC11,FII EXCELLEN,BRFEXCCTF007,FII,109.19,1.44,1.34,PAPEL,CRIS,RENDA GESTÃO ATIVA,FEXC11,09.552.812/0001-14,FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII BTG PACTUAL FUNDO DE CRI,59.281.253/0001-23,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,FEXC
FFCI11,FII RIOB RC,BRFFCICTF005,FII,173.86,-0.04,-0.02,TIJOLO,ESCRITÓRIOS,RENDA GESTÃO ATIVA,FFCI11,03.683.056/0001-86,FUNDO DE INVESTIMENTO IMOBILIÁRIO RIO BRAVO RENDA CORPORATIVA,72.600.026/0001-81,RIO BRAVO INVESTIMENTOS - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,FFCI
FIGS11,FII GEN SHOP,BRFIGSCTF009,FII,68.79,0.25,0.36,TIJOLO,SHOPPINGS,RENDA GESTÃO PASSIVA,FIGS11,17.590.518/0001-25,FUNDO DE INVESTIMENTO IMOBILIÁRIO GENERAL SHOPPING ATIVO E RENDA - FII,62.285.390/0001-40,SOCOPA SOCIEDADE CORRETORA PAULISTA SA,FIGS
FIIB11,FII INDL BR,BRFIIBCTF001,FII,439.25,0.25,0.06,TIJOLO,GALPÕES,HÍBRIDO GESTÃO PASSIVA,FIIB11,14.217.108/0001-45,FUNDO DE INVESTIMENTO IMOBILIARIO INDUSTRIAL DO BRASIL,00.336.036/0001-40,COINVALORES CCVM LTDA,FIIB
FIIP11B,FII RB CAP I,BRFIIPCTF001,FII,193.69,0.74,0.38,TIJOLO,GALPÕES,RENDA GESTÃO ATIVA,FIIP11B,08.696.175/0001-97,RB CAPITAL RENDA I FUNDO DE INVESTIMENTO IMOBILIARIO - FII,36.113.876/0001-91,OLIVEIRA TRUST DTVM S.A.,FIIP
FISC11,FII SC 401,BRFISCCTF008,FII,1000.00,0.10,0.01,TIJOLO,ESCRITÓRIOS,RENDA GESTÃO ATIVA,FISC11,12.804.013/0001-00,FUNDO DE INVESTIMENTO IMOBILIÁRIO SC 401,92.858.380/0001-18,CORRETORA GERAL DE VALORES E CAMBIO LTDA,FISC
FIVN11,FII VIDANOVA,BRFIVNCTF009,FII,2.96,-0.04,-1.33,TIJOLO,SHOPPINGS,RENDA GESTÃO PASSIVA,FIVN11,17.854.016/0001-64,FUNDO DE INVESTIMENTO IMOBILIÁRIO VIDA NOVA - FII,36.113.876/0001-91,OLIVEIRA TRUST DTVM S.A.,FIVN
FIXX11,FII FATORFIX,BRFIXXCTF004,FII,89.55,0.55,0.62,PAPEL,FUNDO DE FUNDOS,TÍTULOS E VALORES MOBILIÁRIOS GESTÃO ATIVA,FIXX11,17.329.029/0001-14,FATOR IFIX FUNDO DE INVESTIMENTO IMOBILIÁRIO,33.644.196/0001-06,BANCO FATOR S/A,FIXX
FLMA11,FII S F LIMA,BRFLMACTF009,FII,3.32,-0.13,-3.77,TIJOLO,ESCRITÓRIOS,RENDA GESTÃO ATIVA,FLMA11,04.141.645/0001-03,FII CONTINENTAL SQUARE FARIA LIMA,44.077.014/0001-89,BR-CAPITAL DTVM S.A.,FLMA
FLRP11,FII FLORIPA,BRFLRPCTF006,FII,1313.02,-1.06,-0.08,TIJOLO,SHOPPINGS,RENDA GESTÃO PASSIVA,FLRP11,10.375.382/0001-91,FII FLORIPA SHOPPING,59.281.253/0001-23,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,FLRP
FMOF11,FII MEMORIAL,BRFMOFCTF010,FII,81.80,1.80,2.25,TIJOLO,ESCRITÓRIOS,RENDA GESTÃO PASSIVA,FMOF11,01.633.741/0001-72,FII MEMORIAL OFFICE,61.384.004/0001-05,COIN - DTVM LTDA.,FMOF
FOFT11,FII HTOPFOF2,BRFOFTCTF007,FII,92.00,0.00,0.00,PAPEL,FUNDO DE FUNDOS,TÍTULOS E VALORES MOBILIÁRIOS GESTÃO ATIVA,FOFT11,16.875.388/0001-04,HEDGE TOP FOFII 2 FUNDO DE INVESTIMENTO IMOBILIÁRIO,07.253.654/0001-76,HEDGE INVESTMENTS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,FOFT
FPAB11,FII A BRANCA,BRFPABCTF011,FII,355.10,-0.90,-0.25,TIJOLO,ESCRITÓRIOS,RENDA GESTÃO PASSIVA,FPAB11,03.251.720/0001-18,FII PROJ AGUA BRANCA,61.384.004/0001-05,COIN - DTVM LTDA.,FPAB
FTCE11B,FII OPPORTUN,BRFTCECTF005,FII,2878.99,49.23,1.74,HÍBRIDO (TIJOLO/PAPEL),HÍBRIDO (TIJOLO/PAPEL),HÍBRIDO GESTÃO ATIVA,FTCE11B,01.235.622/0001-61,OPPORTUNITY FUNDO DE INVESTIMENTO IMOBILIÁRIO,02.201.501/0001-61,BNY MELLON SERVICOS FINANCEIROS DTVM S.A.,FTCE
FVBI11,FII VBI 4440,BRFVBICTF004,FII,127.70,-0.80,-0.62,TIJOLO,ESCRITÓRIOS,RENDA GESTÃO PASSIVA,FVBI11,13.022.993/0001-44,FII VBI FL 4440,59.281.253/0001-23,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,FVBI
FVPQ11,FII V PARQUE,BRFVPQCTF015,FII,189.00,-0.80,-0.42,TIJOLO,SHOPPINGS,RENDA GESTÃO PASSIVA,FVPQ11,00.332.266/0001-31,FUNDO DE INVESTIMENTO IMOBILIÁRIO VIA PARQUE SHOPPING - FII,72.600.026/0001-81,RIO BRAVO INVESTIMENTOS - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,FVPQ
GGRC11,FII GGRCOVEP,BRGGRCCTF002,FII,131.84,0.34,0.26,TIJOLO,GALPÕES,HÍBRIDO GESTÃO ATIVA,GGRC11,26.614.291/0001-00,GGR COVEPI RENDA FUNDO DE INVESTIMENTO IMOBILIÁRIO,02.671.743/0001-19,CM CAPITAL MARKETS DTVM LTDA,GGRC
GRLV11,FII LOUVEIRA,BRGRLVCTF002,FII,109.01,-1.28,-1.16,TIJOLO,GALPÕES,DESENVOLVIMENTO PARA RENDA GESTÃO PASSIVA,GRLV11,17.143.998/0001-86,CSHG GR LOUVEIRA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,61.809.182/0001-30,CREDIT SUISSE HEDGING-GRIFFO CORRETORA DE VALORES S.A.,GRLV
HBTT11,FII HABITAT,BRHBTTCTF001,FII,1125.00,0.00,0.00,PAPEL,CRIS,RENDA GESTÃO ATIVA,HBTT11,26.846.202/0001-42,FUNDO DE INVESTIMENTO IMOBILIÁRIO - HABITAT I,22.610.500/0001-88,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,HBTT
HCRI11,FII CRIANCA,BRHCRICTF006,FII,363.60,-4.10,-1.12,TIJOLO,HOSPITAL,RENDA GESTÃO PASSIVA,HCRI11,04.066.582/0001-60,FII HOSPITAL DA CRIANÇA,59.281.253/0001-23,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,HCRI
HFOF11,FII HTOPFOF3,BRHFOFCTF002,FII,100.80,-0.10,-0.10,PAPEL,FUNDO DE FUNDOS,TÍTULOS E VALORES MOBILIÁRIOS GESTÃO ATIVA,HFOF11,18.307.582/0001-19,HEDGE TOP FOFII 3 FUNDO DE INVESTIMENTO IMOBILIÁRIO,07.253.654/0001-76,HEDGE INVESTMENTS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,HFOF
HGBS11,FII HEDGEBS,BRHGBSCTF000,FII,252.80,-1.19,-0.47,TIJOLO,SHOPPINGS,RENDA GESTÃO ATIVA,HGBS11,08.431.747/0001-06,HEDGE BRASIL SHOPPING FUNDO DE INVESTIMENTO IMOBILIÁRIO,07.253.654/0001-76,HEDGE INVESTMENTS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,HGBS
HGCR11,FII CSHG CRI,BRHGCRCTF000,FII,124.00,0.00,0.00,PAPEL,CRIS,TÍTULOS E VALORES MOBILIÁRIOS GESTÃO ATIVA,HGCR11,11.160.521/0001-22,CSHG RECEBÍVEIS IMOBILIÁRIOS - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,61.809.182/0001-30,CREDIT SUISSE HEDGING-GRIFFO CORRETORA DE VALORES S.A.,HGCR
HGJH11,FII CSHGJHSF,BRHGJHCTF006,FII,181.00,-3.02,-1.64,TIJOLO,ESCRITÓRIOS,RENDA GESTÃO PASSIVA,HGJH11,11.260.134/0001-68,CSHG JHSF PRIME OFFICES - FUNDO DE INVESTIMENTO IMOBILIÁRIO FII,61.809.182/0001-30,CREDIT SUISSE HEDGING-GRIFFO CORRETORA DE VALORES S.A.,HGJH
HGLG11,FII CSHG LOG,BRHGLGCTF004,FII,161.20,-0.80,-0.49,TIJOLO,GALPÕES,RENDA GESTÃO ATIVA,HGLG11,11.728.688/0001-47,CSHG LOGÍSTICA - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,61.809.182/0001-30,CREDIT SUISSE HEDGING-GRIFFO CORRETORA DE VALORES S.A.,HGLG
HGRE11,FII HG REAL,BRHGRECTF006,FII,155.47,0.47,0.30,TIJOLO,ESCRITÓRIOS,RENDA GESTÃO ATIVA,HGRE11,09.072.017/0001-29,CSHG REAL ESTATE - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,61.809.182/0001-30,CREDIT SUISSE HEDGING-GRIFFO CORRETORA DE VALORES S.A.,HGRE
HGRU11,FII CSHG URB,BRHGRUCTF002,FII,116.88,0.40,0.34,TIJOLO,EDUCACIONAL,RENDA GESTÃO ATIVA,HGRU11,29.641.226/0001-53,CSHG RENDA URBANA - FUNDO DE INVESTIMENTO IMOBILIARIO - FII,61.809.182/0001-30,CREDIT SUISSE HEDGING-GRIFFO CORRETORA DE VALORES S.A.,HGRU
HMOC11,FII HEDMOCA,BRHMOCCTF005,FII,229.90,0.00,0.00,TIJOLO,SHOPPINGS,RENDA GESTÃO PASSIVA,HMOC11,14.733.211/0001-48,HEDGE SHOPPING PRAÇA DA MOÇA FUNDO DE INVESTIMENTO IMOBILIÁRIO,07.253.654/0001-76,HEDGE INVESTMENTS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,HMOC
HTMX11,FII HOTEL MX,BRHTMXCTF000,FII,156.71,-0.24,-0.15,TIJOLO,HOTÉIS,RENDA GESTÃO ATIVA,HTMX11,08.706.065/0001-69,FII HOTEL MAXINVEST,59.281.253/0001-23,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,HTMX
HUSC11,FII H UNIMED,BRHUSCCTF009,FII,158.51,0.00,0.00,TIJOLO,HOSPITAL,DESENVOLVIMENTO PARA RENDA GESTÃO PASSIVA,HUSC11,28.851.767/0001-43,FUNDO DE INVESTIMENTO IMOBILIARIO HOSPITAL UNIMED SUL CAPIXABA,72.600.026/0001-81,RIO BRAVO INVESTIMENTOS - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,HUSC
IRDM11,FII IRIDIUM,BRIRDMCTF004,FII,111.91,-0.09,-0.08,PAPEL,CRIS,RENDA GESTÃO PASSIVA,IRDM11,28.830.325/0001-10,FUNDO DE INVESTIMENTO IMOBILIARIO IRIDIUM RECEBIVEIS IMOBILIARIOS,59.281.253/0001-23,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,IRDM
JPPC11,FII JPP CAPI,BRJPPCCTF001,FII,650.00,0.00,0.00,TIJOLO,DESENVOLVIMENTO,DESENVOLVIMENTO PARA VENDA GESTÃO ATIVA,JPPC11,17.216.625/0001-98,JPP CAPITAL FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,11.758.741/0001-52,BANCO FINAXIS S.A.,JPPC
JRDM11,FII SHOPJSUL,BRJRDMCTF002,FII,79.30,-0.54,-0.68,TIJOLO,SHOPPINGS,RENDA GESTÃO PASSIVA,JRDM11,14.879.856/0001-93,FII SHOPPING JARDIM SUL,59.281.253/0001-23,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,JRDM
JSRE11,FII JS REAL,BRJSRECTF007,FII,107.30,-0.80,-0.74,HÍBRIDO (TIJOLO/PAPEL),HÍBRIDO (TIJOLO/PAPEL),HÍBRIDO GESTÃO ATIVA,JSRE11,13.371.132/0001-71,JS REAL ESTATE MULTIGESTÃO - FII,03.017.677/0001-20,BANCO J. SAFRA S.A.,JSRE
KFOF11,FII KINEAFOF,BRKFOFCTF006,FII,109.50,-1.50,-1.35,PAPEL,FUNDO DE FUNDOS,TÍTULOS E VALORES MOBILIÁRIOS GESTÃO ATIVA,KFOF11,30.091.444/0001-40,FUNDO DE FUNDOS DE INVESTIMENTO IMOBILIÁRIO KINEA FII,62.418.140/0001-31,INTRAG DTVM LTDA.,KFOF
KNCR11,FII KINEA RI,BRKNCRCTF000,FII,104.12,-0.18,-0.17,PAPEL,CRIS,TÍTULOS E VALORES MOBILIÁRIOS GESTÃO ATIVA,KNCR11,16.706.958/0001-32,KINEA RENDIMENTOS IMOBILIARIOS FUNDO DE INVESTIMENTO IMOBILIARIO - FII,62.418.140/0001-31,INTRAG DTVM LTDA.,KNCR
KNHY11,FII KINEA HY,BRKNHYCTF005,FII,111.48,-2.01,-1.77,PAPEL,CRIS,TÍTULOS E VALORES MOBILIÁRIOS GESTÃO ATIVA,KNHY11,30.130.708/0001-28,KINEA HIGH YIELD CRI FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,62.418.140/0001-31,INTRAG DTVM LTDA.,KNHY
KNIP11,FII KINEA IP,BRKNIPCTF001,FII,111.91,0.91,0.82,PAPEL,CRIS,TÍTULOS E VALORES MOBILIÁRIOS GESTÃO ATIVA,KNIP11,24.960.430/0001-13,KINEA ÍNDICES DE PREÇOS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,62.418.140/0001-31,INTRAG DTVM LTDA.,KNIP
KNRE11,FII KII REAL,BRKNRECTF006,FII,8.69,0.04,0.46,TIJOLO,DESENVOLVIMENTO,DESENVOLVIMENTO PARA VENDA GESTÃO ATIVA,KNRE11,14.423.780/0001-97,KINEA II REAL ESTATE EQUITY FII,62.418.140/0001-31,INTRAG DTVM LTDA.,KNRE
KNRI11,FII KINEA,BRKNRICTF007,FII,151.72,0.22,0.15,TIJOLO,HÍBRIDO,RENDA GESTÃO ATIVA,KNRI11,12.005.956/0001-65,KINEA RENDA IMOBILIÁRIA - FII,62.418.140/0001-31,INTRAG DTVM LTDA.,KNRI
LVBI11,FII VBI LOG,BRLVBICTF002,FII,109.88,0.00,0.00,TIJOLO,GALPÕES,RENDA GESTÃO ATIVA,LVBI11,30.629.603/0001-18,FUNDO DE INVESTIMENTO IMOBILIARIO - VBI LOGISTICO,59.281.253/0001-23,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,LVBI
MALL11,FII MALLS BP,BRMALLCTF007,FII,108.85,0.05,0.05,TIJOLO,SHOPPINGS,RENDA GESTÃO ATIVA,MALL11,26.499.833/0001-32,MALLS BRASIL PLURAL FUNDO DE INVESTIMENTO IMOBILIÁRIO,27.652.684/0001-62,GENIAL INVESTIMENTOS CORRETORA DE VALORES MOBILIÁRIOS S.A.,MALL
MAXR11,FII MAX RET,BRMAXRCTF009,FII,1979.99,-0.01,0.00,TIJOLO,VAREJO,RENDA GESTÃO ATIVA,MAXR11,11.274.415/0001-70,FII MAX RETAIL,59.281.253/0001-23,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,MAXR
MBRF11,FII MERC BR,BRMBRFCTF004,FII,1170.00,-2.00,-0.17,TIJOLO,ESCRITÓRIOS,RENDA GESTÃO ATIVA,MBRF11,13.500.306/0001-59,FUNDO DE INVESTIMENTO IMOBILIÁRIO MERCANTIL DO BRASIL - FII,72.600.026/0001-81,RIO BRAVO INVESTIMENTOS - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,MBRF
MFII11,FII MERITO I,BRMFIICTF008,FII,109.50,0.02,0.02,TIJOLO,DESENVOLVIMENTO,HÍBRIDO GESTÃO ATIVA,MFII11,16.915.968/0001-88,MERITO DESENVOLVIMENTO IMOBILIARIO I FII - FUNDO DE INVESTIMENTO IMOBILIARIO,00.806.535/0001-54,PLANNER CORRETORA DE VALORES SA,MFII
MGFF11,FII MOGNO,BRMGFFCTF008,FII,97.99,0.60,0.62,PAPEL,FUNDO DE FUNDOS,RENDA GESTÃO ATIVA,MGFF11,29.216.463/0001-77,FUNDO DE INVESTIMENTO IMOBILIARIO MOGNO FUNDO DE FUNDOS,59.281.253/0001-23,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,MGFF
MXRF11,FII MAXI REN,BRMXRFCTF008,FII,11.03,0.12,1.10,PAPEL,CRIS,RENDA GESTÃO ATIVA,MXRF11,97.521.225/0001-25,MAXI RENDA FUNDO DE INVESTIMENTO IMOBILIARIO - FII,59.281.253/0001-23,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,MXRF
NPAR11,FII NESTPAR,BRNPARCTF003,FII,122.03,0.00,0.00,PAPEL,CRIS,HÍBRIDO GESTÃO ATIVA,NPAR11,24.814.916/0001-43,FII - FUNDO DE INVESTIMENTO IMOBILIÁRIO NESTPAR,00.806.535/0001-54,PLANNER CORRETORA DE VALORES SA,NPAR
NSLU11,FII LOURDES,BRNSLUCTF008,FII,249.20,-1.34,-0.53,TIJOLO,HOSPITAL,RENDA GESTÃO PASSIVA,NSLU11,08.014.513/0001-63,FII HOSPITAL NOSSA SENHORA DE LOURDES,59.281.253/0001-23,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,NSLU
NVHO11,FII NOVOHORI,BRNVHOCTF003,FII,31.95,-0.05,-0.16,TIJOLO,HOSPITAL,DESENVOLVIMENTO PARA RENDA GESTÃO ATIVA,NVHO11,17.025.970/0001-44,FUNDO DE INVESTIMENTO IMOBILIARIO - FII NOVO HORIZONTE,27.652.684/0001-62,GENIAL INVESTIMENTOS CORRETORA DE VALORES MOBILIÁRIOS S.A.,NVHO
ONEF11,FII THE ONE,BRONEFCTF003,FII,147.89,1.39,0.95,TIJOLO,ESCRITÓRIOS,RENDA GESTÃO ATIVA,ONEF11,12.948.291/0001-23,FUNDO DE INVESTIMENTO IMOBILIÁRIO THE ONE,72.600.026/0001-81,RIO BRAVO INVESTIMENTOS - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,ONEF
ORPD11,FII OURO PRT,BRORPDCTF005,FII,123.62,0.00,0.00,TIJOLO,DESENVOLVIMENTO,TÍTULOS E VALORES MOBILIÁRIOS GESTÃO ATIVA,ORPD11,19.107.604/0001-60,OURO PRETO DESENVOLVIMENTO IMOBILIARIO I FUNDO DE INVESTIMENTO IMOBILIARIO - FII,00.806.535/0001-54,PLANNER CORRETORA DE VALORES SA,ORPD
OUCY11,FII OURICYRE,BROUCYCTF003,FII,94.00,0.56,0.60,PAPEL,CRIS,TÍTULOS E VALORES MOBILIÁRIOS GESTÃO ATIVA,OUCY11,28.516.650/0001-03,FUNDO DE INVESTIMENTO IMOBILIÁRIO OURINVEST CYRELA FII,78.632.767/0001-20,BANCO OURINVEST S.A.,OUCY
OUJP11,FII OURI JPP,BROUJPCTF006,FII,112.20,-0.73,-0.65,PAPEL,CRIS,NÃO INFORMADO,OUJP11,26.091.656/0001-50,OURINVEST JPP FUNDO DE INVESTIMENTO IMOBILIÁRIO- FII,03.317.692/0001-94,FINAXIS CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,OUJP
PABY11,FII PANAMBY,BRPABYCTF012,FII,22.20,0.00,0.00,TIJOLO,DESENVOLVIMENTO,DESENVOLVIMENTO PARA VENDA GESTÃO PASSIVA,PABY11,00.613.094/0001-74,FUNDO DE INVESTIMENTO IMOBILIÁRIO PANAMBY,33.923.111/0001-29,BRKB DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,PABY
PATC11,FII PATRIA,BRPATCCTF002,FII,95.10,-1.25,-1.30,TIJOLO,ESCRITÓRIOS,RENDA GESTÃO PASSIVA,PATC11,30.048.651/0001-12,PÁTRIA EDIFÍCIOS CORPORATIVOS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,05.389.174/0001-01,MODAL D.T.V.M. LTDA,PATC
PDDA11B,FII PEDRA D,BRPDDACTF004,FII,103.21,0.00,0.00,TIJOLO,GALPÕES,RENDA GESTÃO ATIVA,PDDA11B,13.974.819/0001-00,PEDRA DOURADA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,13.486.793/0001-42,BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,PDDA
PLRI11,FII POLO I,BRPLRICTF000,FII,65.50,0.00,0.00,PAPEL,CRIS,TÍTULOS E VALORES MOBILIÁRIOS GESTÃO ATIVA,PLRI11,14.080.689/0001-16,POLO FII - FII RECEBÍVEIS IMOBILIÁRIOS I,36.113.876/0001-91,OLIVEIRA TRUST DTVM S.A.,PLRI
PORD11,FII POLO CRI,BRPORDCTF005,FII,97.82,0.76,0.78,PAPEL,CRIS,TÍTULOS E VALORES MOBILIÁRIOS GESTÃO ATIVA,PORD11,17.156.502/0001-09,POLO FUNDO DE INVESTIMENTO IMOBILIARIO - RECEBIVEIS IMOBILIARIOS II - FII,36.113.876/0001-91,OLIVEIRA TRUST DTVM S.A.,PORD
PQDP11,FII D PEDRO,BRPQDPCTF004,FII,3130.00,-29.95,-0.95,TIJOLO,SHOPPINGS,RENDA GESTÃO PASSIVA,PQDP11,10.869.155/0001-12,FII PARQUE DOM PEDRO SHOPPING CENTER,59.281.253/0001-23,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,PQDP
PRSV11,FII P VARGAS,BRPRSVCTF008,FII,335.00,-3.95,-1.17,TIJOLO,ESCRITÓRIOS,RENDA GESTÃO PASSIVA,PRSV11,11.281.322/0001-72,FII - PRESIDENTE VARGAS,00.066.670/0001-00,BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,PRSV
RBBV11,FII JHSF FBV,BRRBBVCTF004,FII,82.87,-0.26,-0.31,TIJOLO,DESENVOLVIMENTO,HÍBRIDO GESTÃO PASSIVA,RBBV11,16.915.868/0001-51,JHSF RIO BRAVO FAZENDA BOA VISTA CAPITAL PROTEGIDO FUNDO DE INVESTIMENTO IMOBILIARIO - FII,00.360.305/0001-04,CAIXA ECONOMICA FEDERAL,RBBV
RBCB11,FII RIOBRCIB,BRRBCBCTF004,FII,191.00,0.00,0.00,PAPEL,CRIS,RENDA GESTÃO ATIVA,RBCB11,12.659.641/0001-31,RIO BRAVO CRÉDITO IMOBILIÁRIO I FUNDO DE INVESTIMENTO IMOBILIÁRIO,72.600.026/0001-81,RIO BRAVO INVESTIMENTOS - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,RBCB
